Name,Description,Brain_MD_12,Brain_MD_61,Brain_MD_15,Brain_MD_57,Brain_MD_33,Brain_MD_64,Brain_MD_17,Brain_MD_62,Brain_MD_63,Brain_MD_32,Brain_MGlio_1,Brain_MGlio_2,Brain_MGlio_3,Brain_MGlio_4,Brain_MGlio_5,Brain_MGlio_6,Brain_MGlio_7,Brain_MGlio_8,Brain_MGlio_9,Brain_MGlio_10,Brain_Rhab_1,Brain_Rhab_2,Brain_Rhab_3,Brain_Rhab_4,Brain_Rhab_5,Brain_Rhab_6,Brain_Rhab_7,Brain_Rhab_8,Brain_Rhab_9,Brain_Rhab_10,Brain_Ncer_1,Brain_Ncer_2,Brain_Ncer_3,Brain_Ncer_4
U04285_s_at,"LIPA Lipase A, lysosomal acid, cholesterol esterase",250.635176 ,102.920120 ,388.573107 ,180.379586 ,73.312760 ,0.000000 ,0.000000 ,0.000000 ,152.097845 ,0.000000 ,79.815761 ,834.999991 ,177.929621 ,361.134017 ,768.675075 ,1053.170353 ,816.301549 ,820.999996 ,411.657151 ,97.999871 ,1913.249143 ,1823.116802 ,320.385573 ,5493.260957 ,5662.063258 ,577.000000 ,1721.071486 ,873.376870 ,1740.158603 ,0.000000 ,313.809987 ,0.000000 ,430.382965 ,0.000000 
Z31690_s_at,"LIPA Lipase A, lysosomal acid, cholesterol esterase",181.650432 ,0.000000 ,220.240228 ,263.553930 ,124.382246 ,0.000000 ,37.016877 ,402.941426 ,66.395301 ,29.363364 ,415.202896 ,944.999995 ,1264.963226 ,458.415926 ,1415.019973 ,696.163103 ,813.437338 ,586.999998 ,903.390105 ,332.999932 ,916.429341 ,939.025709 ,0.000000 ,3878.848607 ,3758.907704 ,79.000000 ,776.704594 ,370.521708 ,387.812788 ,0.000000 ,0.000000 ,659.000000 ,249.463943 ,1257.088898 
M75715_s_at,EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1,236.407727 ,31.657599 ,82.558861 ,22.284028 ,0.000000 ,0.000000 ,133.863074 ,222.811474 ,187.254557 ,0.000000 ,295.620744 ,212.999997 ,528.980453 ,231.436123 ,0.000000 ,94.941886 ,306.196261 ,189.999999 ,598.909502 ,0.000000 ,276.741109 ,460.256674 ,145.666490 ,577.351785 ,560.130866 ,359.000000 ,421.743694 ,362.772648 ,469.711241 ,335.000000 ,275.848097 ,128.000000 ,204.002510 ,329.731840 
M76732_s_at,"HOX7 gene, exon 2 and complete cds",0.000000 ,0.000000 ,0.000000 ,0.000000 ,166.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,1617.000000 ,1809.000000 ,123.000000 ,0.000000 ,0.000000 ,0.000000 ,246.000000 ,0.000000 ,164.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,464.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
X74929_s_at,KRT8 Keratin 8,0.000000 ,120.000000 ,53.000000 ,191.000000 ,0.000000 ,38.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,568.000000 ,0.000000 ,159.000000 ,0.000000 ,0.000000 ,0.000000 ,2056.000000 ,0.000000 ,202.000000 ,0.000000 ,124.000000 ,132.000000 ,0.000000 ,742.000000 ,1202.000000 ,1.000000 ,0.000000 ,10359.000000 ,381.000000 ,0.000000 ,1101.000000 ,1128.000000 ,302.000000 
M77348_rna1_s_at,Pmel 17 mRNA,186.185229 ,0.000000 ,2.859571 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,382.912773 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,588.501618 ,0.000000 ,0.000000 ,0.000000 ,193.999999 ,0.000000 ,0.000000 ,10.345085 ,146.871246 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,12.869848 ,210.000000 ,0.000000 ,458.000000 ,1036.220830 ,2680.985907 
X90824_s_at,"USF2a & USF2b, clone P2",273.689082 ,346.960872 ,269.906523 ,0.000000 ,161.870619 ,1154.982518 ,251.439444 ,1745.233990 ,4.025075 ,409.847171 ,1076.838221 ,446.999979 ,3074.840037 ,364.819988 ,0.000000 ,1302.915574 ,694.953904 ,654.999990 ,0.000000 ,0.000000 ,533.823238 ,1170.713981 ,913.864798 ,1155.043067 ,1145.500848 ,1125.000000 ,277.066710 ,468.670816 ,516.086180 ,2431.000000 ,2478.804877 ,2700.000000 ,3665.575903 ,4163.887596 
M77829_s_at,"AQP1 Aquaporin 1 (channel-forming integral protein, 28kD)",740.000000 ,0.000000 ,333.000000 ,0.000000 ,105.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,710.000000 ,1598.000000 ,0.000000 ,2131.000000 ,943.000000 ,5289.000000 ,6732.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,1117.000000 ,0.000000 ,0.000000 ,0.000000 
M80397_s_at,"POLD1 Polymerase (DNA directed), delta 1, catalytic subunit (125kD)",492.905009 ,36.161245 ,0.000000 ,161.447927 ,0.000000 ,281.943269 ,0.000000 ,171.052994 ,0.000000 ,96.674701 ,31.963082 ,141.999994 ,1014.953131 ,490.586272 ,0.000000 ,0.000000 ,198.890357 ,0.000000 ,0.000000 ,0.000000 ,253.251693 ,300.443999 ,163.653009 ,454.865469 ,826.744534 ,495.000000 ,112.407387 ,266.272422 ,511.114200 ,165.000000 ,0.000000 ,0.000000 ,177.707027 ,0.000000 
X62083_s_at,RING3 PROTEIN,3069.653975 ,1634.909448 ,2102.126164 ,1188.755673 ,1687.302771 ,1651.093667 ,1762.585161 ,3896.968665 ,640.623164 ,577.143418 ,4950.344187 ,5642.999938 ,5760.528797 ,6750.699719 ,4883.797876 ,5215.766392 ,3865.772981 ,4096.999972 ,6447.624496 ,2118.999134 ,2922.245762 ,5309.803467 ,4778.405132 ,5398.415650 ,6393.664234 ,4076.000000 ,3908.756738 ,4395.667643 ,3757.719649 ,6874.000000 ,0.000000 ,6350.000000 ,6998.163181 ,8668.003292 
M81181_s_at,"ATP1B2 ATPase, Na+/K+ transporting, beta 2 polypeptide",686.246364 ,370.381464 ,457.806416 ,0.000000 ,596.276267 ,13.544343 ,543.678004 ,413.608593 ,0.000000 ,0.000000 ,1749.806622 ,15088.999991 ,7070.932543 ,3192.638078 ,1305.183531 ,4802.561757 ,2125.617883 ,0.000000 ,10428.156278 ,591.999876 ,83.222007 ,331.022183 ,56.023916 ,1072.703556 ,320.136969 ,270.000000 ,164.605007 ,1380.607023 ,329.650338 ,0.000000 ,1892.196208 ,4324.000000 ,3729.260503 ,4881.819333 
X58528_s_at,"PXMP1 Peroxisomal membrane protein 1 (70kD, Zellweger syndrome)",202.406318 ,0.000000 ,10.435816 ,0.000000 ,133.384825 ,61.536856 ,0.000000 ,318.689971 ,127.916013 ,2.304247 ,0.000000 ,725.999985 ,1236.884742 ,670.194667 ,1407.512017 ,1229.382802 ,1654.088622 ,861.999993 ,478.570934 ,295.999788 ,9935.888462 ,599.858789 ,102.517102 ,672.109157 ,938.220450 ,232.000000 ,501.523542 ,800.487299 ,394.607784 ,85.000000 ,436.969183 ,554.000000 ,933.775124 ,1107.936217 
M81182_s_at,"PXMP1 Peroxisomal membrane protein 1 (70kD, Zellweger syndrome)",67.883314 ,0.000000 ,23.240299 ,0.000000 ,0.000000 ,92.953884 ,0.000000 ,234.743683 ,19.839227 ,0.000000 ,62.100597 ,20.999997 ,220.977221 ,0.000000 ,0.000000 ,328.978719 ,308.740329 ,100.999999 ,229.933238 ,22.999958 ,2778.240868 ,211.149226 ,44.642298 ,188.756196 ,180.837236 ,179.000000 ,307.047541 ,278.412037 ,159.167357 ,0.000000 ,93.254356 ,176.000000 ,138.395603 ,12.860610 
M81695_s_at,"ITGAX Integrin, alpha X (antigen CD11C (p150), alpha polypeptide)",149.929632 ,597.851126 ,268.343932 ,219.787599 ,100.186371 ,400.278139 ,296.553376 ,6.427309 ,221.462367 ,410.757375 ,1403.974426 ,3047.999990 ,2940.923272 ,984.488940 ,1365.398350 ,411.458945 ,1234.442160 ,810.999995 ,1866.883980 ,2499.999859 ,402.446901 ,264.977864 ,213.482229 ,728.127288 ,353.558666 ,258.000000 ,394.740314 ,311.704687 ,177.090439 ,25.000000 ,65.076412 ,2106.000000 ,1511.443321 ,3158.320579 
M81778_s_at,HTR2C 5-hydroxytryptamine (serotonin) receptor 2C,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,2621.936620 ,0.000000 ,0.000000 ,0.000000 ,4.999992 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,8.999886 ,0.000000 ,0.000000 ,0.000000 ,7.357913 ,0.000000 ,28.000000 ,153.426658 ,0.000000 ,7.555121 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,22.268676 
X80763_s_at,HTR2C 5-hydroxytryptamine (serotonin) receptor 2C,0.000000 ,279.738784 ,0.000000 ,0.000000 ,196.569835 ,0.000000 ,0.000000 ,2776.288055 ,53.438452 ,0.000000 ,805.356378 ,1413.999979 ,1144.843269 ,517.328174 ,729.106410 ,59.876592 ,637.409311 ,373.999991 ,1076.726496 ,1131.999712 ,140.321496 ,276.820669 ,178.887540 ,566.638081 ,343.793651 ,337.000000 ,552.762252 ,308.030937 ,172.629868 ,401.000000 ,330.394078 ,2299.000000 ,836.180068 ,2105.758512 
M83652_s_at,"PFC Properdin P factor, complement",0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,70.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,436.000000 ,254.000000 ,0.000000 ,0.000000 ,0.000000 
X62534_s_at,HMG2 High-mobility group (nonhistone chromosomal) protein 2,1121.499310 ,939.211674 ,1668.603787 ,268.771861 ,69.693760 ,1727.174463 ,885.598941 ,0.000000 ,274.639389 ,1149.186696 ,0.000000 ,572.999965 ,196.737135 ,0.000000 ,627.327617 ,0.000000 ,826.607345 ,774.999984 ,0.000000 ,412.999517 ,1372.734549 ,2000.627790 ,1533.763042 ,1620.250833 ,2232.487937 ,737.000000 ,1413.073234 ,896.358601 ,1315.772779 ,140.000000 ,0.000000 ,249.000000 ,0.000000 ,0.000000 
M83667_rna1_s_at,NF-IL6-beta protein mRNA,1157.000000 ,960.000000 ,88.000000 ,925.000000 ,901.000000 ,502.000000 ,123.000000 ,0.000000 ,416.000000 ,113.000000 ,117.000000 ,5282.000000 ,4390.000000 ,1121.000000 ,5833.000000 ,2159.000000 ,4233.000000 ,3767.000000 ,2078.000000 ,258.000000 ,529.000000 ,2964.000000 ,833.000000 ,3099.000000 ,930.000000 ,4618.000000 ,1396.000000 ,3412.000000 ,796.000000 ,651.000000 ,941.000000 ,0.000000 ,0.000000 ,482.000000 
M83712_s_at,"CHRNA5 Cholinergic receptor, nicotinic, alpha polypeptide 5",46.789140 ,105.493094 ,25.344715 ,89.023332 ,259.335111 ,128.300115 ,0.000000 ,57.263817 ,40.548610 ,26.701861 ,180.172113 ,113.999998 ,133.988389 ,9.241898 ,78.007147 ,65.580823 ,189.770418 ,39.999999 ,166.125695 ,107.999979 ,397.243612 ,516.430232 ,42.545451 ,775.268784 ,70.761482 ,0.000000 ,271.907567 ,139.112803 ,91.046417 ,75.000000 ,0.000000 ,442.000000 ,93.676652 ,147.870617 
M84820_s_at,RETINOIC ACID RECEPTOR RXR-BETA,197.128094 ,30.258308 ,63.056592 ,106.209554 ,473.736472 ,0.000000 ,327.216911 ,67.079448 ,140.161017 ,0.000000 ,0.000000 ,938.999992 ,437.938612 ,331.373921 ,161.315945 ,0.000000 ,458.351341 ,256.999996 ,941.499027 ,88.999887 ,172.548505 ,340.978837 ,169.579187 ,266.699215 ,1326.443173 ,31.000000 ,324.789471 ,837.161520 ,430.671459 ,451.000000 ,1016.840487 ,0.000000 ,111.542188 ,0.000000 
U84011_s_at,"AGL Amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)",340.909323 ,173.436829 ,88.375711 ,0.000000 ,137.924065 ,76.666631 ,0.000000 ,539.145483 ,72.839528 ,0.000000 ,30.055693 ,337.999993 ,514.944987 ,63.102532 ,340.605928 ,156.516176 ,384.222300 ,195.999997 ,229.311742 ,97.999899 ,239.394455 ,425.134522 ,445.514509 ,312.845563 ,459.965992 ,270.000000 ,323.134122 ,421.844515 ,1089.743946 ,75.000000 ,0.000000 ,466.000000 ,806.542281 ,845.173017 
X15673_s_at,PTR2 mRNA for repetitive sequence,296.778455 ,515.205773 ,296.477786 ,248.902261 ,882.596568 ,209.003005 ,0.000000 ,855.716612 ,338.332949 ,984.836159 ,1277.706871 ,1812.999977 ,1245.826492 ,793.771125 ,1431.447278 ,1135.927814 ,1026.853038 ,592.999990 ,3177.899739 ,2631.999681 ,461.775299 ,521.883037 ,449.002022 ,436.356991 ,333.889735 ,467.000000 ,456.959236 ,277.969378 ,523.807117 ,601.000000 ,683.032690 ,2918.000000 ,2745.700296 ,3437.236836 
X62515_s_at,HSPG2 Heparan sulfate proteoglycan,0.000000 ,508.997311 ,0.000000 ,20.991578 ,141.647666 ,135.023690 ,293.901247 ,0.000000 ,207.206779 ,319.781058 ,777.126860 ,0.000000 ,18.966695 ,1313.696888 ,822.810453 ,21.562496 ,1005.999777 ,268.999998 ,1570.730399 ,718.999939 ,1325.331943 ,815.287323 ,361.539426 ,708.560919 ,2713.369120 ,994.000000 ,1043.524825 ,279.981852 ,304.396458 ,100.000000 ,0.000000 ,377.000000 ,292.627321 ,720.023862 
M87507_s_at,"IL1BC Interleukin 1, beta, convertase",0.000000 ,63.306279 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,2.925067 ,20.560047 ,31.941630 ,0.000000 ,0.000000 ,21.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,8.715453 ,74.000000 ,4.027441 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,46.688159 ,0.000000 ,50.000000 ,0.000000 ,0.000000 ,28.893704 ,90.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
M91368_s_at,Na+/Ca+ exchanger (CNC) mRNA,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,136.000000 ,0.000000 ,0.000000 ,68.000000 ,20.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
M91669_s_at,"Bullous pemphigoid autoantigen BP180 gene, 3' end",139.437325 ,106.205324 ,28.014934 ,37.343833 ,0.000000 ,0.000000 ,78.525783 ,15.989339 ,0.000000 ,181.530862 ,367.625903 ,190.999997 ,0.000000 ,180.498725 ,0.000000 ,0.000000 ,206.296384 ,245.999998 ,2.997948 ,403.999952 ,39.785915 ,163.059131 ,0.000000 ,368.173745 ,64.562492 ,45.000000 ,146.365355 ,112.062629 ,84.627952 ,0.000000 ,25.764310 ,329.000000 ,0.000000 ,0.000000 
X03794_s_at,HOXB5 Homeo box B5 (2.1 protein),0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,209.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,94.000000 ,0.000000 ,0.000000 ,0.000000 ,500.000000 ,0.000000 ,0.000000 ,0.000000 ,1380.000000 ,400.000000 ,0.000000 ,947.000000 ,69.000000 ,775.000000 ,230.000000 ,289.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
S54005_s_at,THYMOSIN BETA-10,6708.755286 ,7346.933880 ,0.000000 ,4697.042247 ,1753.117048 ,1712.598664 ,7879.420347 ,0.000000 ,759.594354 ,5936.793700 ,0.000000 ,1069.999864 ,2010.961695 ,0.549569 ,2633.099871 ,1601.628564 ,7083.354057 ,10298.999938 ,23.622408 ,516.998092 ,4507.320533 ,12933.087075 ,12952.427964 ,12155.496322 ,9058.285301 ,10808.000000 ,7602.195153 ,9775.971188 ,4249.304361 ,3068.000000 ,513.886016 ,940.000000 ,0.000000 ,1007.160537 
U33202_s_at,Mdm2-D (mdm2) mRNA,26.000000 ,103.000000 ,81.000000 ,45.000000 ,164.000000 ,0.000000 ,74.000000 ,0.000000 ,56.000000 ,2.000000 ,0.000000 ,0.000000 ,33.000000 ,0.000000 ,0.000000 ,120.000000 ,294.000000 ,0.000000 ,0.000000 ,0.000000 ,45.000000 ,47.000000 ,49.000000 ,140.000000 ,9.000000 ,16.000000 ,227.000000 ,63.000000 ,22.000000 ,65.000000 ,133.000000 ,385.000000 ,6.000000 ,0.000000 
U33203_s_at,Mdm2-E (mdm2) mRNA,29.536074 ,74.939320 ,47.492836 ,0.000000 ,32.643023 ,2.289434 ,21.543647 ,23.211589 ,17.796179 ,0.000000 ,151.559965 ,217.999999 ,100.992715 ,241.310531 ,216.240078 ,0.000000 ,153.718956 ,36.000000 ,0.000000 ,8.999987 ,0.000000 ,56.250720 ,0.000000 ,127.404230 ,0.000000 ,0.000000 ,58.177602 ,34.933768 ,14.774320 ,45.000000 ,0.000000 ,24.000000 ,116.857306 ,86.036622 
S57132_s_at,COL16A1 Alpha-1 type XVI collagen,2490.701321 ,1205.000681 ,402.979870 ,687.131600 ,290.560199 ,623.499523 ,245.519011 ,923.950441 ,270.675795 ,815.103218 ,751.166271 ,2878.999998 ,2439.984286 ,1382.900723 ,2969.889675 ,1901.012725 ,3496.922636 ,626.999999 ,1912.810117 ,877.999971 ,582.263033 ,2945.755584 ,659.438185 ,720.243758 ,797.850543 ,3401.000000 ,2367.754911 ,487.385996 ,556.356152 ,4542.000000 ,1747.781153 ,2877.000000 ,1780.022417 ,3016.764903 
X57348_s_at,SFN Stratifin,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,138.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,677.000000 ,43.000000 ,247.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,119.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,186.000000 ,1424.000000 ,120.000000 ,169.000000 ,345.000000 ,0.000000 ,0.000000 
X56088_s_at,CYP7 Cytochrome P450 VII (cholesterol 7 alpha-monooxygenase),0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,1.000000 ,0.000000 ,43.000000 ,0.000000 ,0.000000 ,4.000000 ,0.000000 ,0.000000 ,2.000000 ,0.000000 ,61.000000 ,0.000000 ,0.000000 ,0.000000 ,4.000000 ,0.000000 ,0.000000 ,14.000000 ,0.000000 ,20.000000 ,90.000000 ,163.000000 ,0.000000 ,0.000000 ,59.000000 
X75091_s_at,SET PROTEIN,2.827455 ,278.497076 ,170.806042 ,0.000000 ,0.000000 ,493.475279 ,0.000000 ,0.000000 ,116.744019 ,0.000000 ,347.945338 ,703.999985 ,451.882849 ,504.037345 ,528.534745 ,1709.889916 ,615.235819 ,351.999993 ,405.656120 ,619.999785 ,554.666731 ,908.624365 ,453.159957 ,1368.174551 ,920.876971 ,287.000000 ,534.530032 ,422.690330 ,399.289207 ,0.000000 ,0.000000 ,908.000000 ,355.319428 ,1252.425900 
M94172_s_at,N-type calcium channel alpha-1 subunit mRNA,427.390046 ,365.589387 ,265.977163 ,131.889524 ,446.392456 ,302.803475 ,377.915353 ,439.182869 ,148.075632 ,570.552193 ,878.889897 ,2009.999991 ,1548.932592 ,553.796658 ,1085.208700 ,661.651715 ,943.639846 ,499.999996 ,1279.231348 ,1319.999876 ,408.304982 ,772.053975 ,560.084623 ,654.727627 ,465.171570 ,380.000000 ,309.630595 ,438.627548 ,265.658543 ,601.000000 ,155.386192 ,2065.000000 ,1536.375258 ,2221.832476 
Y10141_s_at,"DAT1 gene, partial, VNTR",0.000000 ,0.000000 ,0.000000 ,856.399935 ,270.785882 ,0.000000 ,5633.701938 ,4081.920051 ,0.000000 ,0.000000 ,0.000000 ,2107.999928 ,2771.451773 ,41.228824 ,0.000000 ,207.680848 ,0.000000 ,258.999967 ,778.054100 ,2974.998992 ,0.000000 ,234.588903 ,0.000000 ,0.000000 ,0.000000 ,129.000000 ,31.342178 ,0.000000 ,139.760426 ,0.000000 ,1943.173409 ,0.000000 ,0.000000 ,0.000000 
M95585_s_at,HLF Hepatic leukemia factor,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,501.005699 ,0.000000 ,0.000000 ,220.669542 ,222.999998 ,706.986923 ,216.476270 ,134.250761 ,645.877408 ,97.110368 ,0.000000 ,543.869695 ,149.999976 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,24.495967 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,648.228044 ,127.475643 
X68985_s_at,HLF Hepatic leukemia factor,49.469293 ,298.776058 ,75.157427 ,67.490333 ,0.000000 ,347.641370 ,46.647679 ,19.414957 ,42.472176 ,302.697472 ,1316.584452 ,1741.999992 ,870.941783 ,896.683687 ,400.952280 ,0.000000 ,524.779267 ,0.000000 ,1244.379566 ,1239.999893 ,142.942943 ,193.045745 ,0.000000 ,555.264110 ,113.692682 ,237.000000 ,260.452996 ,117.495958 ,112.204881 ,175.000000 ,191.191972 ,643.000000 ,818.002767 ,742.309506 
S49592_s_at,"Transcription factor E2F like protein [human, mRNA, 2492 nt]",580.426267 ,1244.517397 ,362.531634 ,511.027473 ,1133.296197 ,1857.411528 ,611.227622 ,0.000000 ,424.181664 ,1144.083154 ,1538.565656 ,3615.999985 ,3450.888482 ,2412.357248 ,1949.442426 ,1217.282315 ,1501.773167 ,1320.999993 ,2888.328578 ,3270.999795 ,1262.252359 ,600.297151 ,1383.173179 ,1535.955287 ,1257.874228 ,747.000000 ,982.486027 ,314.061556 ,565.237069 ,747.000000 ,1022.540411 ,5120.000000 ,2772.576479 ,3404.944249 
M96738_s_at,Somatostatin receptor subtype 3 (SSTR3) gene,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,159.000000 ,8.000000 ,0.000000 ,613.000000 ,0.000000 ,397.000000 ,0.000000 
M97796_s_at,"ID2 Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",381.000000 ,965.000000 ,743.000000 ,146.000000 ,477.000000 ,537.000000 ,318.000000 ,276.000000 ,231.000000 ,0.000000 ,8468.000000 ,9205.000000 ,14431.000000 ,9004.000000 ,6039.000000 ,1540.000000 ,4044.000000 ,3589.000000 ,8616.000000 ,9174.000000 ,1485.000000 ,3698.000000 ,166.000000 ,398.000000 ,5423.000000 ,1935.000000 ,4536.000000 ,1747.000000 ,2926.000000 ,2923.000000 ,3873.000000 ,1438.000000 ,984.000000 ,840.000000 
X14253_s_at,TDGF1 Teratocarcinoma-derived growth factor 1,108.079479 ,257.254579 ,0.000000 ,31.349107 ,72.995871 ,86.234299 ,85.922256 ,166.414857 ,245.419409 ,0.000000 ,148.079124 ,523.999999 ,345.989506 ,59.873404 ,169.583529 ,0.000000 ,136.273390 ,0.000000 ,465.844814 ,281.999981 ,138.143746 ,112.158278 ,211.935664 ,194.820002 ,3.553848 ,148.000000 ,101.493527 ,23.582845 ,46.234309 ,85.000000 ,262.115061 ,900.000000 ,154.304562 ,699.171595 
X60299_s_at,KALLMANN SYNDROME PROTEIN PRECURSOR,129.933900 ,265.149689 ,61.705118 ,0.000000 ,64.260831 ,22.364711 ,116.377966 ,1.839270 ,0.000000 ,0.000000 ,320.835592 ,446.999999 ,393.988777 ,258.505356 ,494.207679 ,401.297549 ,459.945410 ,106.999999 ,964.723803 ,628.999979 ,114.904699 ,171.683531 ,0.000000 ,2780.460562 ,135.037158 ,0.000000 ,615.111432 ,6.276338 ,30.111788 ,0.000000 ,283.278051 ,1141.000000 ,37.590943 ,0.000000 
X59303_s_at,VALYL-TRNA SYNTHETASE,620.378390 ,308.456952 ,448.498258 ,437.461791 ,386.729354 ,730.923153 ,0.000000 ,142.010873 ,271.811947 ,196.695643 ,733.066290 ,1299.999993 ,1120.946164 ,668.931297 ,494.213618 ,0.000000 ,1224.752593 ,1229.999997 ,1951.124241 ,1127.999901 ,706.397801 ,1039.902115 ,614.980236 ,1752.426723 ,500.801398 ,196.000000 ,423.751909 ,661.340089 ,452.942044 ,752.000000 ,184.261142 ,852.000000 ,982.312936 ,474.490345 
M98399_s_at,"CD36 CD36 antigen (collagen type I receptor, thrombospondin receptor)",132.000000 ,106.000000 ,53.000000 ,38.000000 ,9.000000 ,166.000000 ,0.000000 ,173.000000 ,184.000000 ,35.000000 ,160.000000 ,420.000000 ,264.000000 ,212.000000 ,49.000000 ,0.000000 ,78.000000 ,151.000000 ,406.000000 ,202.000000 ,42.000000 ,142.000000 ,5.000000 ,237.000000 ,108.000000 ,1111.000000 ,37.000000 ,65.000000 ,61.000000 ,25.000000 ,224.000000 ,200.000000 ,654.000000 ,729.000000 
S76978_s_at,"Prostate-specific membrane antigen {alternatively spliced} [human, primary prostatic tissues, mRNA Partial, 251 nt]",49.106550 ,0.000000 ,0.000000 ,23.937251 ,19.425556 ,0.567542 ,0.000000 ,0.000000 ,42.080566 ,0.000000 ,0.000000 ,38.000000 ,32.997660 ,9.391784 ,0.000000 ,67.684060 ,0.000000 ,0.000000 ,33.398347 ,0.000000 ,0.000000 ,557.474700 ,0.000000 ,11.845166 ,0.000000 ,0.000000 ,9.772382 ,62.015235 ,12.606355 ,45.000000 ,791.885073 ,0.000000 ,0.000000 ,0.000000 
S38953_s_at,"CYP21 Cytochrome P450, subfamily XXI (steroid 21-hydroxylase, congenital adrenal hyperplasia)",281.180630 ,372.771656 ,243.465598 ,38.551524 ,177.316621 ,0.000000 ,186.727966 ,205.167155 ,96.365257 ,219.328051 ,629.804511 ,1157.999994 ,860.951867 ,581.475721 ,763.156934 ,278.207898 ,477.321037 ,379.999997 ,858.902985 ,830.999912 ,43.100907 ,215.619913 ,200.079409 ,572.241538 ,447.847644 ,603.000000 ,378.744132 ,205.740375 ,209.901522 ,0.000000 ,498.478056 ,988.000000 ,809.732460 ,827.027302 
X63741_s_at,Pilot mRNA,836.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,27.000000 ,0.000000 ,28.000000 ,0.000000 ,31.000000 ,2889.000000 ,389.000000 ,135.000000 ,0.000000 ,0.000000 ,454.000000 ,4.000000 ,0.000000 ,51.000000 ,264.000000 ,5.000000 ,0.000000 ,383.000000 ,0.000000 ,0.000000 ,0.000000 ,103.000000 ,4.000000 ,0.000000 ,176.000000 ,0.000000 ,0.000000 ,0.000000 
